mms_id,alma_title,alma_author,alma_pubplace,alma_publisher,alma_pubdate,alma_notes,alma_lang,alma_keywords
990004665460106381,"The Maine; : an account of her destruction in Havana harbor, / the personal narrative of Captain Charles D. Sigsbee, U.S.N.","Sigsbee, Charles D. (Charles Dwight), 1845-1923.","New York, :","The Century co.,",1899.,[],eng,['Maine (Battleship)']
990004665600106381,"Some consequences of the last treaty of Paris: advances in international law and changes in national policy, by Whitelaw Reid.","Reid, Whitelaw, 1837-1912.","London, New York,","J. Lane,",1899.,"['From ""The Anglo-Saxon review,"" v. 1, June 1899.']",eng,"['United States -- Colonial question.', 'Treaty of Peace between the United States and Spain -- (1898 December 10)']"
990004665610106381,"Anglo-American relations during the Spanish-American war, by Bertha Ann Reuter.","Reuter, Bertha Ann, 1886-","New York,","The Macmillan company,",1924.,['Bibliography: p. 191-204.'],eng,"['Great Britain -- Foreign relations -- United States.', 'United States -- Foreign relations -- 1897-1901.']"
990004665660106381,"The Rough riders, by Theodore Roosevelt.","Roosevelt, Theodore, 1858-1919.","New York,","C. Scribner's sons,",1899.,[],eng,"['Spanish-American War, 1898 -- Regimental histories 1st Cavalry (Volunteer)', 'United States. -- Army. Volunteer Cavalry, 1st']"
990004665740106381,"The Black troopers; : or, The daring heroism of the Negro soldiers in the Spanish-American war. / Profusely illustrated, by Miles V. Lynk.","Lynk, Miles V. (Miles Vandahurst), 1871-1956.","New York, :","AMS Press,",[1971],['Reprint of the 1899 ed.'],eng,"['Spanish-American War, 1898 -- Participation, African American.']"
990004670360106381,"Historia de la guerra hispano-americana / escrita por Enrique Mendoza y Vizcaino. Con un prólogo del sr. Francisco G. Cosmes, colaboración del sr. Albert Leduc. Seguida de algunas protestas de las colonias espa⁻olas en México.","Mendoza y Vizcaino, Enrique.",México :,"A. Barral y compa⁻ia,",1898.,[],spa,"['Spanish-American War, 1898.']"
990004670410106381,"Historia de la guerra hispano-americana, escrita por Enrique Mendoza y Vizcaino. Con un prólogo del sr. Francisco G. Cosmes, colaboración del sr. Albert Leduc. Seguida de algunas protestas de las colonias espa⁻olas en México.","Mendoza y Vizcaino, Enrique.","México,","A. Barral y compa⁻ia,",1902.,[],spa,"['Spanish-American War, 1898.']"
990004671540106381,"Ang gugma sang maluib : sa tatlahabahin [microform] / sinulat sa pulong nga Hiligaynon, ni Angel Magahum.","Magahum, Angel Merle.","Molo, Iloilo :","N. P. Pamatan-on,",1906.,"['""Ang una nḡa pag pagua sa teatro sa Molo sang 11 Enero 1903.""', 'Includes newspaper reviews in Spanish.', 'Ang dila sa babaye ni Vicente Sotto -- Aurora ni Vicente Sotto.', 'Microfilm.', 'New York, N.Y. :', 'New York Public Library, Photographic Service,', '1983.', '1 reel ;35 mm.']",hil,['Hiligaynon drama.']
990004672040106381,"Taking Manila; : or, In the Philippines with Dewey, giving the life and exploits of Admiral George Dewey, U.S.N. / By Henry L. Williams.","Williams, Henry Llewellyn, 1842-","New York, :","Hurst & company,",[1899],[],eng,"['Dewey, George, -- 1837-1917.']"
990004672350106381,The Spanish-American War / by R. A. Alger.,"Alger, R. A. (Russell Alexander), 1836-1907.",New York ; London :,"Harper & bros.,",1901.,[],eng,"['Spanish-American War, 1898.']"
990004672510106381,"The American-Spanish war; : a history / by the war leaders, illustrated with numerous original engravings, maps and diagrams.",,"Norwich, Conn., :","C.C. Haskell & son,",1899.,"['Introduction, by S.L. Woodford.--History of former Cuban wars, by Carlos Garcia.--Cuba against spain, 1895 to 1898, by Carlos Garcia.--The destruction of the Maine, by G.F.W. Holman.--The naval battle of Manila bay, by C.G. Calkins.--Statement of the sinking of the Merrimac, by Francis Kelly.--The story of the Texas, by C.S. Radford and R.K. Crank.--The naval battle of Santiago, by R.D. Evans.--The voyage of the Oregon, by W.H. Allen.--The Santiago campaign, by W.R. Shafter.--Miles\'s campaign in Puerto Rico, by H.H. Whitney.--The blockade of Cuba, by H.C. Taylor.--The annexation of Hawaii, by S.M. Cullom.--The Manila campaign, by Wesley Merritt.--The work of the President, by P.S. Heath.--War legislation of the Senate by J.W. Daniel.--Providing the ""sinews of war,"" by Nelson Dingley.--The Navy department in the war, by J.D. Long.--Work of the Treasury department, by L.J. Gage.--U.S. military government of Santiago, by Leonard Wood.--The work of the Cuban delegation, by T.E. Palma.--The secret service in', ""the war, by J.E. Wilkie.--Woman's work in the war, by Mrs. Amos G. Draper.--Army and navy Christian commission, by O.O. Howard.--The treaty of peace, by J.B. Moore.--What England feels, by Justin McCarthy.--The work of the army as a whole, by N.A. Miles.--Addendum: Condition of Cuba under Spanish misrule; speech of Redfield Proctor.--Appendix: Messages, state papers, etc.--Chronological table.""]",eng,"['Spanish-American War, 1898.']"
990004672590106381,Harper's pictorial history of the war with Spain / with an introd. by Maj.-Gen. Nelson A. Miles.,,"New York, London :","Harper & brothers,",1899.,[],eng,"['Spanish-American War, 1898.']"
990004673650106381,Report of the Commission appointed by the President to investigate the conduct of the War Department in the war with Spain ...,United States. Commission appointed by the President to investigate the conduct of the War dept. in the war with Spain.,Washington :,"Government printing office,",1899.,[],eng,"['United States. -- Army -- History -- Spanish-American War, 1898.', 'United States. -- War Department']"
990004673740106381,"""Imperialism"" and ""The tracks of our forefathers."" A paper read before the Lexington, Massachusetts Historical Society, Tuesday, December 20, 1898.","Adams, Charles Francis, 1835-1915.",Boston:,"D. Estes & Co.,",1899.,['No title-page. Title taken from inside cover.'],eng,['United States -- Territorial expansion.']
990004675160106381,America's new possessions and spheres of influence. / By Margherita Arlina Hamm.,"Hamm, Margherita Arlina, 1871-1907.","London, New York [etc.] :","F. T. Neely,",[c1899],[],eng,"['Voyages and travels.', 'United States -- Territorial expansion.']"
990004675180106381,"""Colony,""--or ""free state""? ""Dependence,""--or ""just connection""? ""Empire,""--or ""union""? An essay based on the political philosophy of the American revolution, as summarized in the Declaration of independence, towards the ascertainment of the nature of the political relationship between the American union and its annexed insular regions and The question of terminology; an address containing the substance of the foregoing essay, with some additions, delivered before the section for the study of the government of dependencies, of the American political science association, at the meeting held at Providence, December 29, 1906. By Alpheus H.Snow.","Snow, Alpheus Henry, 1859-1920.","Washington,",,1907.,[],eng,['United States -- Colonial question']
990004675280106381,"Message from the President of the United States, : transmitting the report of the Naval court of inquiry upon the destruction of the United States battle ship Maine in Mavana harbor, February 15, 1898, together with the testimony taken before the court.",United States. Navy. Court of Inquiry (Maine (Battleship) : 1898).,"Washington, :","Gov't print. off.,",1898.,"['March 28, 1898.-Read, referred to the Committee on foreign relations, and ordered to be printed.']",eng,['Maine (Battleship)']
990004675310106381,Libro conmemorativo de la inauguración de la Plaza del Maine en la Habana / por Emeterio S. Santovenia de la Academia de la historia de Cuba. Memorial book of the inauguration of the Maine plaza at Havana.,"Santovenia, Emeterio S. (Emeterio Santiago), 1889-1968.",La Habana :,"[Talleres del Sindicato de artes gráficas],",1928.,"['At head of title: República de Cuba. Secretaría de obras públicas.', 'Spanish and English in parallel columns.', '""Publicado bajo la administración del honorable presidente de la república general Gerardo Machado y Morales, siendo secretario de obras públicas el doctor Carlos Miguel de Céspedes.""', '""Ciudadanos norte-americanos que trabajaron en pro de la libertad de Cuba antes de la guerra hispanoamericana"": p. 169-196.']",spa,"['Maine (Battleship)', 'Cuba -- History.', 'Cuba -- Foreign relations -- United States.', 'Plaza del Maine (Havana, Cuba)']"
990004675360106381,"Republic or empire? : The Philippine question, / By William Jennings Bryan, Adlai E. Stevenson, Gen. James B. Weaver, George F. Hoar, Arthur P. Gorman, William V. Allen, Marion Butler, Augustus O. Bacon, George W. Turner, Hernando D. Money, John L. McLaurin, George F. Edmunds, Samuel Gompers, David Starr Jordan, Charles A. Towne, Andrew Carnegie, John W. Daniel, George G. Vest, Henry M. Teller, Stephen M. White, William E. Mason, Benjamin R. Tillman, Horace R. Chilton, Alexander S. Clay, John G. Carlisle, Carl Schurz, Charles F. Adams, Henry Van Dyke, D.D., Henry U. Johnson, and others.",,"Chicago, :","The Independence company,",1899.,[],eng,['United States -- Colonial question']
990004675370106381,Michigan volunteers of '98 : a complete photographic record of Michigan's part in the Spanish-American war of 1898.,,"Detroit, Mich. :","G. F. Sterling & co.,",[1898],['At head of title: Official souvenir.'],eng,['Michigan -- Militia.']
990004675580106381,"Exciting experiences in our wars with Spain and the Filipinos, edited by Marshall Everett [pseud.]. Including the official history of our war with Spain by President Wm. McKinley. Including the Peace commission and the treaty of peace. To all of which is added the songs of the war and the cartoons of the war explained.","Everett, Marshall, 1863-1939.","Chicago,","The Educational co.,",1900.,['At head of title: Official autograph edition.'],eng,"['Spanish-American War, 1898.', 'Philippines -- History -- Philippine American War, 1899-1902.']"
990004713700106381,Balarilang Tagalog / sinulat ni Mamerto Paglinawan.,"Paglinawan, Mamerto.",Maynila :,"Limbagang Magiting ni Honorio Lopez,",1910.,['Brittle pages.'],tgl,['Tagalog language -- Grammar.']
990004714250106381,"Historia del Observatorio de Manila : fundado y dirigido por los padres de la Misión de la Compañia de Jesús de Filipinas, 1865-1915 / por el R. P. Miguel Saderra Masó.","Saderra Masó, Miguel.",Manila :,"E. C. McCullough & Co., Inc.,",1915.,"['Prólogo: José Algué.', 'Title page has real of the observatory.', 'Includes listings of publications issued by the observatory. -- p. 195-200.', 'Water stained pages.']",spa,"['Meteorological stations -- Philippines Manila.', 'Manila (Philippines) -- History.', 'Manila Observatory.', 'Jesuits -- Philippines.']"
990004750320106381,"America as a world power, 1897-1907, by John Holladay Latané.","Latané, John Holladay, 1869-1932.","New York, London,","Harper & brothers,",1907.,"['Series title also at head of t. p.', '""Critical essay on authorities"": p. [321]-333.']",eng,"['United States -- History -- 20th century', 'United States -- Territorial expansion.']"
990004753890106381,"A treaty of peace between the United States and Spain. Message from the President of the United States transmitting a treaty of peace between the United States and Spain, signed at the city of Paris on December 10, 1898 ... [With accompanying papers and map]","United States. Treaties, etc., 1897-1901 (McKinley)","Washington,","Govt. print. off.,",1899.,"['January 4, 1899, read; treaty read the first time and referred to the Committee on foreign relations, and, together with the message and accompanying papers, ordered to be printed in confidence for the use of the Senate.', 'January 11, 1899, injunction of secrecy removed.', 'January 13, 1899, ordered printed.', 'grad: Another cop in GL in Documents Serial Set under: Documents 3732', 'rare,wor: pt. 1-2 lacking']",eng,"['Spanish-American War, 1898 -- Peace.', 'Spain -- Foreign relations -- United States.', 'United States -- Foreign relations -- Spain.', 'Treaty of Peace between the United States and Spain -- (1898 December 10)']"
990004764800106381,Entre dos generaciones : ensayo de pelicula Filipina / Jose Santiago El Mayor Villacorta.,"Villacorta, Jose Santiago.","San Ildefonso, Bulacan ;San Pablo, Laguna :",[s.n.] ;,1926.,[],spa,"['Philippine fiction (Spanish)', 'Motion pictures -- Plots, themes, etc.']"
990004764850106381,La Campaña de Filipinas : (recuerdos é impresiones de un Médico militar) / L. Aycart.,"Aycart y Lopez, Lorenzo, d. 1910.",Madrid :,"Imp. del Cuerpo de Administración Militar,",1900.,['Cover title.'],spa,"['War -- Relief of sick and wounded', 'Spain -- Armed Forces Medical care.', 'Philippines -- History -- 1812-1898']"
990004764990106381,Estudio social y político de las Islas Filipinas / por el Enrique Polo de Lara.,"Polo de Lara, Enrique.",Sevilla :,"Imp. de la Andalucia Moderna,",1896.,"['""Con un Prólogo de D. Manuel Diaz Martin."" -- T.p.']",spa,"['Philippines -- Description and travel.', 'Philippines -- History -- 1521-1898.', 'Philippines -- Politics and government.']"
990004831840106381,Ang mga paring Pilipino sa kasaysayan ng Inang bayan / sinulat ni Martin F. Venago.,"Venago, Martin F.",Maynila :,"[s. n.],",1929.,['Bibliography: p. 24.'],tgl,"['Church and state -- Philippines.', 'Philippines -- History -- 1812-1898', 'Catholic Church -- Philippines -- Clergy Biography.']"
990004832000106381,"Private Smith at the Philippines : all questions relating to the Philippines discussed and answered by Veterans on Board the U. S. Transport ""Century"" en route from Manila to San Francisco / Marion Leonidas.","Leonidas, Marion.","[Hammond, Ind.] :","Franklin Printing and Publishing Co.,",1899.,['On the cover: Peerless Series. v. 1 no. 1 Oct. 1899.'],eng,"['Philippines -- Politics and government', 'United States -- Colonial question']"
990004938090106381,Bulletin.,Philippines. Bureau of Health (1933- ).,Manila :,Bureau of Printing.,,['English or Spanish; title occasionally in Spanish.'],eng,['Public health -- Philippines.']
990004952350106381,Philippine review.,,"Boston, New York,",Philippine Information Society.,,['Volume 1 forms the revised edition of the first series of publications of the Philippine Information Society.'],eng,"['Philippines -- Politics and government', 'Philippines -- Economic conditions']"
990004952680106381,Bulletin.,Philippines. Bureau of Agriculture.,Manila.,,,[],eng,
990004957830106381,Register.,Puerto Rico. Secretary's Office.,"San Juan,",,1901-,[],eng,['Puerto Rico -- Registers.']
990004960420106381,The Journal of the Polynesian Society.,Polynesian Society (N.Z.),"Wellington,",,1892-,"['Issues for June 1907 to Dec. 1941 were pub. in New Plymouth, N.Z.', 'Vols. 1-50 called also no. 1-200.']",eng,"['Polynesian languages.', 'Polynesia.']"
990004963400106381,Facts about the Filipinos.,Philippine Information Society.,Boston :,Philippine Information Society.,,[],eng,['Philippines -- History -- 1898-']
990004963630106381,Philippine resources.,,"Manila,",D. O'Connell.,,[],eng,['Philippines -- Periodicals.']
990004963710106381,The Philippine republic.,,"Washington, D.C.,",C. H. Tavenner.,,['Editor: Dec. 1923- C. H. Tavenner.'],eng,['Philippines.']
990004964550106381,Catalogue; announcements.,University of the Philippines.,"Manila,",Bureau of Printing,19,[],eng,
990004965020106381,The Mineral resources of the Philippine Islands.,Philippines. Bureau of Science.,"Manila,",Bureau of Printing.,,[],eng,['Mines and mineral resources -- Philippines.']
990004969060106381,Report.,Philippines. Department of the Interior.,Washington :,"Government Printing Office,",1902-,['Report year ends June 30.'],eng,['Philippines -- Politics and government.']
990004987750106381,Report.,Philippines. Bureau of Internal Revenue.,Manila.,,,"['Eleventh report, 1914, issued without the narrative portion, has title: Statistical information contained in the Eleventh Annual report of the collector of internal revenue.', 'Reports for 1898/99-1900/01 are found in the annual reports of the Military Governor of the Philippine Islands as follows: 1898/99, Appendix Q; 1899/1900, Appendix FF and 1900/01, Appendix EE. Checklist of publications of the government of the Philippine Islands...1900-1917, p. 170.', 'Reports for 1901/02-1904/05 are found in the annual reports of the Philippine Commission; 1905/06-1907/08 are found also in the annual reports of the Philippine Commission, 1905/06-1907/08.', 'Report year varies.', 'Tenth report, covering the period from June 30 to Dec. 31, 1913, was not printed.']",eng,['Internal revenue -- Philippines.']
990005025290106381,Annual report of the Hawaiian Historical Society.,Hawaiian Historical Society.,"Honolulu,",Hawaiian Historical Society.,,"['Report year ends in Nov., 1893-1900; Dec. 31st, 1901-', 'The reports are irregularly numbered: 1st, 1892 (t.-p. reads 1893); 2d (not issued), 3d, 1894 (t.-p. reads 1895), 4th, 1895 (t.-p. reads 1896); 5th-20th, 1896-1911 (t.-p. reads 4th-19th), 21st- 1912-']",eng,"['Hawaii -- History Societies, etc.']"
990005042450106381,The Anti-imperialist.,,"Brookline, Mass. :",E. Atkinson.,,"['Edward Atkinson, editor.', 'No. 1 and 2 issued together; no. 6 also called Final number.']",eng,"['Imperialism.', 'Philippines -- History -- Philippine American War, 1899-1902 -- Periodicals.', 'United States -- Foreign relations -- Philippines -- Periodicals.', 'Philippines -- Foreign relations -- United States -- Periodicals.', 'United States -- Territorial expansion.']"
990005047480106381,Revista de Obras Públicas de Puerto Rico.,,[San Juan],,,[],spa,['Public works -- Puerto Rico']
990005053440106381,Monthly Bulletins.,Philippines. Weather Bureau.,Manila :,Observatory printing office.,,"['Title varies slightly.', 'English and Spanish.']",eng,"['Geomagnetism -- Philippines.', 'Earthquakes -- Philippines.']"
990005058020106381,Annual report.,Philippines. Mining Bureau.,"Manila,",Bureau of printing.,,['Report year irregular.'],eng,['Mines and mineral resources -- Philippines.']
990005058120106381,Philippine magazine.,,"Manila,",Philippine Education Co.,,['No general t.-p.'],eng,['Education -- Philippines -- Periodicals.']
990005065000106381,Publications.,Philippines. Division of Ethnology.,Manila.,,,"['Each pt. has also a distinctive title.', 'Some vols. published out of chronological sequence.', 'In English except for v.3, in Spanish.']",eng,['Ethnology -- Philippines.']
990005065330106381,Executive orders and proclamations issued by the governor-general.,Philippines. Governor.,Manila.,,,[],eng,
990005067630106381,Transactions of the Bose Research Institute.,"Bose Research Institute (Calcutta, India)",Calcutta :,"Bose Research Institute,",1918-,"['Vol. 1-11 edited by J.C. Bose; v. 12- edited by D.M. Bose.', 'v. 3-4 issued combined.']",eng,"['Research -- Periodicals.', 'Science -- Periodicals.', 'Science -- Societies, etc.']"
990005071990106381,Report of the auditor general.,Philippines. Bureau of Audits.,"Manila,",Bureau of Public Printing,,['Report year irregular.'],eng,['Finance -- Philippines']
990005092080106381,Aurora dula nga dunay tolo ka bahin [microform] / sinulat ni Vicente Sotto.,"Sotto, Vicente.",Sugbo :,"Ang Suga,",1905.,"['""Guipagula sa Dulaang Junquera sa ika 13 sa Julio 1903.""', 'Ang dila sa babaye ni Vicente Sotto -- Ang gugma sang maluib ni Angel Magahum.', 'Microfilm.', 'New York, N.Y. :', 'New York Public Library, Photographic Service,', '1983.', '1 reel ;35 mm.']",ceb,['Cebuano drama.']
990005092090106381,"Ang dila sa babaye (melodrama) : dula nga may talo ka bahin [microform] / sinulat ni Vicente Sotto, ug niluyahan ni Vicente Ranudo.","Sotto, Vicente.",Sugbo :,"Ang Suga,",1905.,"['Play has musical numbers but not included in the text.', 'Contains lines in English and Spanish.', '""Gipagula sa Dulaang Junquera, sa ika 17 sa Junio 1905.""', 'Aurora ni Vicente Sotto -- Ang gugma sang maluib ni Angel Magahum.', 'Microfilm.', 'New York, N.Y. :', 'New York Public Library, Photographic Service,', '1983.', '1 reel ;35 mm.']",ceb,['Cebuano drama.']
990005178480106381,Revista histórica de Filipinas. : The Philippine historical review.,,[Manila].,,,[],spa,['Philippines -- History -- Periodicals.']
990005179310106381,Ka Palapala.,,[Honolulu],Associated Students of the University of Hawaii.,,[],eng,
990005180970106381,Budget.,Philippines. Governor.,Manila :,"Bureau of Printing,",1917-,['English and Spanish.'],eng,['Budget -- Philippines.']
990005191550106381,Circular.,University of Puerto Rico (Río Piedras Campus). Agricultural Experiment Station.,"San Juan, P.R.,",,1912-,[],eng,['Agriculture -- Puerto Rico.']
990000051660106381,"The campaign of the jungle; or, Under Lawton through Luzon, by Edward Stratemeyer...illustrated by A. B. Shute.","Stratemeyer, Edward, 1862-1930.","Boston,","Lee and Shepard,",1900.,[],eng,"['Philippines -- History Fiction. -- Philippine American War, 1899-1902']"
990000056790106381,Hawaii and the Philippines : also the islands of the South seas / by Frank F. Bunker ... 136 illustrations and 12 maps in text.,"Bunker, Frank F. (Frank Forest), 1873-1944.","Philadelphia, London & Chicago :","J. B. Lippincott company,",[c1928],[],eng,"['Hawaii.', 'Philippines.', 'Polynesia.', 'United States -- Insular possessions.']"
990000077660106381,A list of books (with references to periodicals) on the Philippine islands in the Library of Congress by A. P. C. Griffin; with Chronological list of maps in the Library of Congress by P. Lee Phillips.,Library of Congress http://viaf.org/viaf/151962300 http://id.loc.gov/authorities/names/n78089035,"Washington,","Govt. print. off.,",1903.,"['Reprint of pt. I of ""Bibliography of the Philippine Islands"" published as Senate doc. no. 74, 57th Cong., 2d sess. Part 2 of that document, ""Biblioteca filipina. Por T.H. Pardo de Tavera,"" is also published in separate form by the library.', 'Includes bibliographical references and indexes.']",eng,"['Philippines -- Bibliography.', 'Philippines -- Description and travel Maps Bibliography.']"
990000102770106381,The laws of the first Philippine Republic (the laws of Malolos) 1898-1899. / Compiled & edited by Sulpicio Guevara.,"Philippines. Gobierno Revolucionario, 1898.",Manila :,"National Historical Commission,",1972.,"['English, Spanish or Tagalog.', '""The Malolos Constitution"": p. 88-119.']",eng,"['Law -- Philippines.', 'Philippines -- Politics and government -- 1898-1935.']"
990000244860106381,"Rambles in eastern Asia : including China and Manila, during several years' residence, / by B.L. Ball.","Ball, B. L. (Benjamin Lincoln), 1820-1860.",Boston :,"J. French,",1856.,[],eng,"['China -- Description and travel.', 'Manila (Philippines) -- Description and travel.']"
990000323440106381,"The discovery and conquest of the Molucco and Phillipine islands. Containing their history ... description ... habits, shape, and inclinations of the natives ... Written in Spanish by Batholomew Leonardo De Argensola ... Now translated into English : illustrated with a map and several cuts.","Leonardo de Argensola, Bartolomé, 1562-1631.","London,",,1708.,"['Translated by John Stevens.', 'Photocopy. Ann Arbor, Mich., : University Microfilms International, 1979. 260 p. (in double leaves) 28 cm.']",eng,"['Maluku (Indonesia) -- History.', 'Philippines -- History']"
990000453550106381,"The Hawaiian forester and agriculturist : quarterly magazine of forestry, entomology, plant inspection and animal industry.",,Honolulu :,"Advertiser pub. co., ltd. [etc.],",1904-1933.,['Subtitle varies.'],eng,"['Agriculture -- Periodicals.', 'Forests and forestry -- Periodicals.', 'Agriculture -- Hawaii.', 'Forests and forestry -- Hawaii.']"
990000454940106381,Report.,Hawaii. Auditor-General's Dept.,Honolulu.,,,"['Title varies slightly.', 'Report year irregular.']",eng,['Finance -- Hawaii.']
990000492050106381,Annual report of the insular collector of customs.,Philippines (Commonwealth). Bureau of customs.,Manila.,,,['Report year irregular'],eng,
990000492820106381,The Johns Hopkins University studies in historical and political science.,,"[Baltimore,","Johns Hopkins University Press, etc.]",,"['Editors: 1882/83-Aug./Sept. 1901, H. B. Adams.--Oct. 1901-Nov./Dec. 1907, J. M. Vincent (with J. H. Hollander and W. W. Willoughby, 1902-07)']",eng,"['History -- Periodicals', 'Political science -- Periodicals.']"
990000508050106381,Report of the Minister of Foreign Affairs.,Hawaii. Department of Foreign Affairs.,Honolulu.,,,"['Title varies slightly.', 'Report year irregular.', 'The last report covers Jan. 1, 1898 to June 14, 1900.']",eng,['Hawaii.']
990000515700106381,The Guam recorder.,,"[Agana, Guam] :","[Guam Press Association],",[1924-1941],['Input from NUC.'],eng,"['Americans -- Guam -- Social life and customs -- Periodicals.', 'Americans -- Social life and customs. -- fast -- (OCoLC)fst00807517', 'Travel. -- fast -- (OCoLC)fst01155558', 'Guam -- Description and travel -- Periodicals.', 'United States -- History, Naval -- Periodicals.', 'Guam -- Periodicals.', 'Guam. -- fast -- (OCoLC)fst01202671', 'United States. -- fast -- (OCoLC)fst01204155']"
990000515720106381,Annual report.,Guam Agricultural Experiment Station.,Washington :,Govt. Print. Off.,,['Report year ends June 30.'],eng,['Agriculture -- Guam.']
990000523690106381,"Publications, Centenary series.",Mississippi Historical Society.,"Jackson, Miss.,","Printed for The Society,",1916-,"['Edited by Dunbar Rowland, secretary.']",eng,['Mississippi -- History Periodicals.']
990000526890106381,"Botanical bulletin / Territory of Hawaii, Board of Agriculture and Forestry, Division of Forestry.",,Honolulu :,"Division of Forestry,",1911-1919.,[],eng,"['Botany -- Hawaii.', 'Plants -- Hawaii.', 'Plants -- Periodicals.', 'Botany -- Periodicals.']"
990000538250106381,The Honolulu mercury.,,"Honolulu, T.H.,","Honolulu Mercury, Limited.",,"['Editor: June 1929-May 1930, David Earl.']",eng,
990000551530106381,Annual report.,Moro Province. Governor.,"Zamboanga,",,1904-,['Report year irregular: ends June 30.'],eng,['Moro Province -- Politics and government.']
990000556120106381,Columbia studies in the social sciences.,,"New York,",Columbia University Press.,,"['Each no. also has a distinctive title.', 'Vols. 1-33 lack whole numbering but constitute no. 1-88; no. 89-273 called also v. 34-124.']",eng,['Social sciences.']
990000563790106381,Annual report.,Manila (Philippines). Municipal Board.,Manila.,,,"['Title varies slightly.', 'Report year ends June 30.']",eng,['Manila (Philippines) -- Politics and government.']
990000563850106381,Monthly bulletin.,National Library (Philippines),"Manila,",Bureau of Printing.,,"['At head of title, v. 1-4, no. 7: The government of the Philippine islands. Department of public instruction. Philippine library.']",eng,['Philippines -- Bibliography.']
990000563960106381,Discurso leido en la solemne apertura del curso académico.,University of Santo Tomás.,[Manila?],,,[],spa,
990000584340106381,Revista de la Biblioteca nacional José Marti.,Biblioteca Nacional José Martí.,La Habana.,,,[],spa,"['Bibliography -- Periodicals.', 'Cuban literature -- Bibliography Periodicals.', 'Cuba -- Bio-bibliography.']"
990000587230106381,Report of the Commissioners of Public Lands.,Hawaii. Public Lands Office.,[Honolulu],,,['Report year varies.'],eng,['Public lands -- Hawaii']
990000587560106381,Studies in natural history.,,"Iowa City, Ia. :","University of Iowa,",1888-1971.,"['On cover of v. 5-v. 7, no. 3: Bulletin of the State University of Iowa; v. 7, nos. 4-5: University of Iowa monographs; v. 8, no. 1- University of Iowa studies.', 'Vols. 1-6, which are each in 4 numbers contain 12 to 25 papers each; beginning with v. 7, nos. 4-5, the papers are issued in the form of monographs.']",eng,"['Natural history -- Periodicals.', 'Natural history.', 'Natural history -- Iowa.']"
990000594560106381,Zeitschrift.,Gesellschaft für Erdkunde zu Berlin.,Berlin :,"D. Reimer [etc.],",1853-1944.,"['1853-1865 also called Bd. 1-6, n.F. Bd. 1-19; 1866-1901 also called ser. 3. Bd. 1-36; 1902-Oct. 1944 lack series and vol. numbering.']",ger,['Geography -- Periodicals.']
990000601460106381,Journal of the Philippine commission.,Philippines. Legislature. Philippine Commission.,"Manila,","Bureau of printing,",1908-,[],eng,['Philippines -- Politics and government Periodicals. -- 1898-1935']
990000614980106381,Harper's weekly.,,[New York :,"Harper's Magazine Co., etc.]",,"['""A journal of civilization.""', 'Editors: 1857?-1863, J. Bonner.--1863-1892, G.W. Curtis (managing editors: 1863-1869, H.M. Alden; 1869-1885, S.S. Conant; later M. Schuyler, J. Foord, R.H. Davis) -- 1892-1893? C. Schurz --1894-1898, H.L. Nelson -- 1899-1901, J.K. Bangs -- 1901-1913, G.B.M. Harvey -- 1913-1916, N. Hapgood.']",eng,
990000630870106381,Hawaii National Park.,United States. National Park Service.,"[Washington, D.C.] :","U.S. Govt. Print. Off.,",1928-,[],eng,['Hawaii Volcanoes National Park (Hawaii)']
990000636180106381,Publications.,"Hawaii. Historical Commission, Honolulu.",[Honolulu] :,[s.n.],,['Some volumes published out of chronological sequence.'],eng,
990000644740106381,The Philippine outlook.,,[S.l. :,s.n.],,[],eng,
990000646350106381,Report.,Hawaii. Historical Commission.,[Honolulu],,,['Report year ends Dec. 31.'],eng,
990000657570106381,Year book.,Sons of the American Revolution. Hawaii Society.,Honolulu.,,,['Compiler: W. D. Alexander.'],eng,
990000679510106381,Lipang kalabaw.,,[Manila :,"Lipang Kalabaw],",,"['Suspended 1909-1922.', 'Text in Tagalog, English and Spanish.']",tgl,['Philippines -- Politics and government Periodicals.']
990000683070106381,Cultura social : revista Catolica Filipina.,,Manila :,Arzobispo.,,['Advertisements found on last pages of each issue.'],spa,"['Catholic Church -- Philippines -- Apologetic works -- Periodicals.', 'Catholic Church -- Philippines -- Periodicals.']"
990000734310106381,"Isagani (de ""El Filibusterismo"" por Jose Rizal) : revista mensual de asuntos generales.",,Manila :,[Imprenta Juan Fajardo],,['In Spanish; some issues in English.'],spa,['Philippines -- Periodicals.']
990000777840106381,Journal.,American Chamber of Commerce of the Philippines.,Manila.,,,[],eng,['Philippines -- Commerce Periodicals.']
990000784650106381,Annual reports ....,United States. War Department.,"Washington, D.C. :","Government Printing Office,",1861-,"['1893/4, vol. 4 never published']",eng,
990001140320106381,"How Uncle Sam fights; : or, Modern warfare--how conducted. / Edited by General A. C. Parkerson, assisted by military and naval experts ...","Parkerson, A. C.","Baltimore, :","R. H. Woodward company,",1898.,[],eng,"['Spanish-American War, 1898 -- Naval operations.', 'United States. -- Navy']"
990001176390106381,"The law of the bolo, by Stanley Portal Hyatt.","Hyatt, Stanley Portal, 1877-1914.","Boston,",D. Estes & company,[1911],[],eng,
990001182370106381,Hawaiian tariff and digest of laws relating to the administration of customs.,Hawaii. Bureau of Customs.,"Honolulu,","Hawaiian gazette co.,",1897.,['Cover-title.'],eng,['Tariff -- Law and legislation -- Hawaii.']
