id,dlxs_title,dlxs_author,bib_titles,bib_authors,pubplace,publisher,pubdate,notes,lang,keywords
APZ3240.0001.001,Sitio y conquista de Manila por los Ingleses en 1762: ," Ayerbe, de Lierta y de Rubi, Juan Maria Jordán de Urriés y Ruiz de Arana, marqués de, 1851-",['Sitio y conquista de Manila por los Ingleses en 1762: '],"[' Ayerbe, de Lierta y de Rubi, Juan Maria Jordán de Urriés y Ruiz de Arana, marqués de, 1851-', 'American Philosophical Society. Library.']",Zaragoza :,"Miedes,",1897.,"['Microfilm no. 49.', 'At head of title: Marquès de Ayerbe.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['spa: Spanish'],"['Anglo-Spanish War, 1762-1763.', 'Manila (Philippines) -- History.']"
AHU9053.0001.001,"Búhay na pinagdaanan nang tatlong binatang magcacaibigan na si Arturo, Lauro at Rosalio at nang isang dalaga na si Perpetua sa Bayang Betania sa cahariang Egipto.",,"['Búhay na pinagdaanan nang tatlong binatang magcacaibigan na si Arturo, Lauro at Rosalio at nang isang dalaga na si Perpetua sa Bayang Betania sa cahariang Egipto.']",[],Maynila :,"J. Martinez,",1921.,[],['tgl: Tagalog'],"['Tales -- Philippines.', 'Tagalog language -- Texts.']"
AUJ8187.0001.001,Búhay na pinagdaanan ni Maria Merced na anak ni Troadio at ni Cresencia sa kahariang Israel.,,['Búhay na pinagdaanan ni Maria Merced na anak ni Troadio at ni Cresencia sa kahariang Israel.'],[],Maynila :,J. Martinez,[1930?],[],['tgl: Tagalog'],['Tagalog fiction.']
AQM0377.0001.001,Matahum basahon sa kulilisi ug balitaw / E. Bacalso.," Bacalso, E.",['Matahum basahon sa kulilisi ug balitaw / E. Bacalso.'],"[' Bacalso, E.', 'American Philosophical Society. Library.']",Cebu :,"Felix B. Gacura,",1935.,"['Microfilm no. 7', '""Kining mga garay sa kulilisi mahimo usab kantahon sa balitaw.""--T.p.', 'In Cebuano.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['ceb: Cebuano'],"['Balitaw.', 'Cebuano literature.', 'Kulilisi.']"
AHZ9263.0001.001,Some insular questions. A paper by N.T. Bacon.," Bacon, Nathaniel Terry",['Some insular questions. A paper by N.T. Bacon.'],"[' Bacon, Nathaniel Terry']",,,,"['cover title', '""From the Yale Review, Aug. 1901.""']",['eng: English'],[]
AHZ9395.0001.001,"Governor general Leonard Wood and the Philippines. Remarks of Hon. Robert L. Bacon of New York in the House of representatives, Tuesday, February 9, 1926."," Bacon, Robert Low, 1884-1938.","['Governor general Leonard Wood and the Philippines. Remarks of Hon. Robert L. Bacon of New York in the House of representatives, Tuesday, February 9, 1926.']","[' Bacon, Robert Low, 1884-1938.']","Washington,","Govt. print. off.,",1926.,[],['eng: English'],['Philippines -- Politics and government']
AJG9045.0001.001,An Bagong Tipan ò Testamento nin cagurangnan tang Jesu-Cristo na nalalagdaan can magña evangelio asin magña gawe nin magña apostoles.,,['An Bagong Tipan ò Testamento nin cagurangnan tang Jesu-Cristo na nalalagdaan can magña evangelio asin magña gawe nin magña apostoles.'],[],"Manila,","Sociedad bíblica británica y extrangera,",1909.,[],['bik: Bikol'],[]
ABJ8999.0001.001,Hawaii Nei. An idyll of the Pacific isles. By Edward Bailey.," Bailey, Edward.",['Hawaii Nei. An idyll of the Pacific isles. By Edward Bailey.'],"[' Bailey, Edward.']","Ann Arbor, Mich.,",S. C. Andrews,[1879],"['""Ha-wài-i-nei,--term by which the whole group of islands is spoken of at home.""--Glossary (p.[51]-53]']",['eng: English'],['Hawaii -- Description and travel']
AUJ9393.0001.001,"Pinagdaanang buhay ni Florante at Laura sa kahariang Albania: kinuha sa madlang ""cuadro historico"" o pinturang kinalalarawanan ng mga pangyayari nang unang panahon sa imperio ng Gresia / Francisco, Baltazar ; sadyang isinaayos alinsunod sa kasalukuyang pagsulat sa mga salitang Tagalog ni Teodoro E. Gener."," Balagtas, Francisco, 1788-1862.","['Pinagdaanang buhay ni Florante at Laura sa kahariang Albania: kinuha sa madlang ""cuadro historico"" o pinturang kinalalarawanan ng mga pangyayari nang unang panahon sa imperio ng Gresia / Francisco, Baltazar ; sadyang isinaayos alinsunod sa kasalukuyang pagsulat sa mga salitang Tagalog ni Teodoro E. Gener.']","[' Balagtas, Francisco, 1788-1862.', 'Gener, E. Teodoro.']",Maynila :,"Llagan at Sanga,",1933.,[],['tgl: Tagalog'],"['History in literature.', 'Tagalog language -- Texts.']"
AUJ6881.0001.001,Pinagdaanang buhay nina Florante at Laura sa kahariang Albania / Fransisco Balagtas.," Balagtas, Fransisco, 1788-1862.",['Pinagdaanang buhay nina Florante at Laura sa kahariang Albania / Fransisco Balagtas.'],"[' Balagtas, Fransisco, 1788-1862.']",Maynila :,"Aklatan ni J. Martinez,",1941.,"['""3rd Rionda Edition, 1941- Special collections edition with a different cover and bookpaper""--T.p.']",['tgl: Tagalog'],"['History in literature.', 'Tagalog poetry.']"
AFJ6825.0001.001,"A memoir of Henry Perrine Baldwin, 1842 to 1911,"," Baldwin, Arthur Douglas, 1876-","['A memoir of Henry Perrine Baldwin, 1842 to 1911,']","[' Baldwin, Arthur Douglas, 1876-']","Cleveland,","Priv. print.,",1915.,[],['eng: English'],"['Baldwin, Henry Perrine, -- 1842-1911.']"
AAC6132.0001.001,"Rambles in eastern Asia, including China and Manila, during several years' residence, / by B.L. Ball."," Ball, Benjamin Lincoln.","[""Rambles in eastern Asia, including China and Manila, during several years' residence, / by B.L. Ball.""]","[' Ball, Benjamin Lincoln.']",Boston :,"J. French,",1856.,[],['eng: English'],"['China -- Description and travel.', 'Manila (Philippines) -- Description and travel.']"
AEQ7225.0001.001,Bancarrota de almas : novela Filipina / Jesús Balmori.," Balmori, Jesús.",['Bancarrota de almas : novela Filipina / Jesús Balmori.'],"[' Balmori, Jesús.']",Manila :,"Libreria Manila Filatélica,",1910.,['Novel.'],['spa: Spanish'],[]
ATP9606.0001.034,"Bamboo breezes : United States Naval Station.  [Vol. 1, no. 34]",,"['Bamboo breezes : United States Naval Station.  [Vol. 1, no. 34]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0001.036,"Bamboo breezes : United States Naval Station.  [Vol. 1, no. 36]",,"['Bamboo breezes : United States Naval Station.  [Vol. 1, no. 36]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0001.039,"Bamboo breezes : United States Naval Station.  [Vol. 1, no. 39]",,"['Bamboo breezes : United States Naval Station.  [Vol. 1, no. 39]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0001.044,"Bamboo breezes : United States Naval Station.  [Vol. 1, no. 44]",,"['Bamboo breezes : United States Naval Station.  [Vol. 1, no. 44]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0001.052,"Bamboo breezes : United States Naval Station.  [Vol. 1, no. 52]",,"['Bamboo breezes : United States Naval Station.  [Vol. 1, no. 52]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0002.016,"Bamboo breezes : United States Naval Station.  [Vol. 2, no. 16]",,"['Bamboo breezes : United States Naval Station.  [Vol. 2, no. 16]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0002.019,"Bamboo breezes : United States Naval Station.  [Vol. 2, no. 19]",,"['Bamboo breezes : United States Naval Station.  [Vol. 2, no. 19]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0003.018,"Bamboo breezes : United States Naval Station.  [Vol. 3, no. 18]",,"['Bamboo breezes : United States Naval Station.  [Vol. 3, no. 18]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0003.003,"Bamboo breezes : United States Naval Station.  [Vol. 3, no. 3]",,"['Bamboo breezes : United States Naval Station.  [Vol. 3, no. 3]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0003.005,"Bamboo breezes : United States Naval Station.  [Vol. 3, no. 5]",,"['Bamboo breezes : United States Naval Station.  [Vol. 3, no. 5]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
ATP9606.0003.007,"Bamboo breezes : United States Naval Station.  [Vol. 3, no. 7]",,"['Bamboo breezes : United States Naval Station.  [Vol. 3, no. 7]']",['United States. Navy.'],,,,"['Description based on: Vol. 1, no. 34 (1927).']",['eng: English'],"['Navies -- United States', 'Naval art and science', 'United States. -- Navy -- Periodicals.']"
AQN6361.0001.001,Banal a Pama-masa ning balen qng bie nang queralandalanan ning guinu tang Jesucristo: ,,['Banal a Pama-masa ning balen qng bie nang queralandalanan ning guinu tang Jesucristo: '],['American Philosophical Society. Library.'],"Baculud, Capampangan :","Cornelio A. Pabalan Byson,",1922.,"['Microfilm no. 2', 'In Pampango.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['map: Austronesian (other)'],['Jesus Christ.']
AFJ6008.0001.001,"The new Pacific, by Hubert Howe Bancroft."," Bancroft, Hubert Howe, 1832-1918.","['The new Pacific, by Hubert Howe Bancroft.']","[' Bancroft, Hubert Howe, 1832-1918.']","New York,","The Bancroft Company,",1912.,[],['eng: English'],['Pacific Ocean']
AJA1447.0001.001,The new Pacific.," Bancroft, Hubert Howe, 1832-1918.",['The new Pacific.'],"[' Bancroft, Hubert Howe, 1832-1918.']","New York,","Bancroft co.,",1900.,"['1. Now and then. 2. The year of ninety-eight. 3. European barbarism in America. 4. New naval tactics. 5-6. War with Spain. 7. The awakening. 8. Imperialism: the policy of expansion. 9. Imperialism: the policy of expansion. The other side of the question. 10. Peace. 11. Attitude of the nations. 12. The passing of Spain. 13. The Far East. 14. Europe in Asia. 15. The Pacific ocean and its borders. 16. Interoceanic communication. 17. Resources of the Pacific. 18. Climates of the Pacific. 19. Mines and manufactures. 20. Commerce of the Pacific. 21. A glance backward. 22. South Sea isles. 23. Hawaii, the pearl of the Pacific. 24. Philippine archipelago and Asiatic isles. 25. Race problems. 26. Notable voyages into the Pacific. 27. Crusoe island. 28. Leaves from the log books of the pirates. 29. The terrestrial paradise. 30. Story of Calafia, queen of California.']",['eng: English'],[]
AGF7187.0001.001,"Uncle Sam trustee,"," Bangs, John Kendrick, 1862-1922.","['Uncle Sam trustee,']","[' Bangs, John Kendrick, 1862-1922.']","New York,","Riggs publishing company,",1902.,[],['eng: English'],"['Cuban question', 'Cuba -- History']"
ACL7651.0001.001,"Theodore Roosevelt, twenty-six president of the United States. A typical American. By Charles Eugene Banks and Leroy Armstrong; introductory chapters by Gen. Joseph Wheeler and Opie Read."," Banks, Charles Eugene, 1852-1932.","['Theodore Roosevelt, twenty-six president of the United States. A typical American. By Charles Eugene Banks and Leroy Armstrong; introductory chapters by Gen. Joseph Wheeler and Opie Read.']","[' Banks, Charles Eugene, 1852-1932.', 'Armstrong, Le Roy, joint author. 1854-1927.']","[Chicago,",E. R. Du Mont,c1901],['Illuminated t.-p.'],['eng: English'],"['Roosevelt, Theodore, -- 1858-1919.']"
AGL0046.0001.001,Preliminary bulletin on insects of the Cacao. Prepared especially for the benefit of farmers.," Banks, Charles S.",['Preliminary bulletin on insects of the Cacao. Prepared especially for the benefit of farmers.'],"[' Banks, Charles S.']","Manila,","Bureau of public printing,",1904.,[],['eng: English'],['Cacao -- Pests.']
AHZ9184.0001.001,"Compendio de geografía de las islas Filipinas, Marianas y Joló."," Baranera, Francisco Xavier, 1827-1896.","['Compendio de geografía de las islas Filipinas, Marianas y Joló.']","[' Baranera, Francisco Xavier, 1827-1896.']","Manila,","Establecimiento tipográfico de Ramirez y Giraudier,",1880.,[],['spa: Spanish'],[]
AHZ9250.0001.001,Compendio de la historia de Filipinas por el P. Francisco X. Baranera de la Compañia de Jesus ... Obra de texto para la 2.a enseñanza.," Baranera, Francisco Xavier, 1827-1896.",['Compendio de la historia de Filipinas por el P. Francisco X. Baranera de la Compañia de Jesus ... Obra de texto para la 2.a enseñanza.'],"[' Baranera, Francisco Xavier, 1827-1896.']","Manila,","Establecimiento tipo-litografica de M. Perez, hijo,",1884.,[],['spa: Spanish'],['Philippines -- History']
AFJ2128.0001.001,"Handbook of the Philippine Islands, translated from the Compendio de geografia of P. Francisco X. Baranera, S. J. With an historical sketch by Alexander Laist."," Baranera, Francisco Xavier, 1827-1896.","['Handbook of the Philippine Islands, translated from the Compendio de geografia of P. Francisco X. Baranera, S. J. With an historical sketch by Alexander Laist.']","[' Baranera, Francisco Xavier, 1827-1896.', 'Laist, Alexander, tr.']","Manila,","W. Partier,",1899.,"['""The geographical part of this \'Handbook\' is an authorized translation of the \'Compendio de geografia de las islas Filipinas\' ... The historical portion is an originalcompilation.""--Advertisement. p. [3]']",['eng: English'],"['Philippines -- History.', 'Philippines -- Description and travel.']"
APZ3215.0001.001,Apuntes intreseantes sobre las islas Filipinas:  que pueden ser utiles para hacer las reformas convenientes y productivas para el pais y para la nacion / Vicente Barrantes y Moreno.," Barrantes, Vicente, 1829-1898.",['Apuntes intreseantes sobre las islas Filipinas:  que pueden ser utiles para hacer las reformas convenientes y productivas para el pais y para la nacion / Vicente Barrantes y Moreno.'],"[' Barrantes, Vicente, 1829-1898.', 'American Philosophical Society. Library.']",Madrid :,"Imp. de El Pueblo,",1869.,"['Microfilm no. 49.', 'Includes index and errata pages.', '""Escritos por un Español de larga esperiencia en el pais y amante del progresso.""--T.p.', 'Also attributed to Casimero Herrero, Bishop of Nueva Caceres,d1824-1866.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['spa: Spanish'],"['Philippines -- History', 'Spain -- Colonies -- Philippines.']"
AJN8140.0001.001,"Discurso leído en el acto de su recepción por el Rdo. P. Agustín J. Barreiro y contestación del académico D. Ignacio Bolívar, el día 11 de mayo de 1928."," Barreiro, Agustín Jesús, 1865-1936.","['Discurso leído en el acto de su recepción por el Rdo. P. Agustín J. Barreiro y contestación del académico D. Ignacio Bolívar, el día 11 de mayo de 1928.']","[' Barreiro, Agustín Jesús, 1865-1936.', 'Bolívar y Urrutia, Ignacio, 1850-', 'Real Academia de Ciencias Exactas, Físicas y Naturales de Madrid.']","Madrid,","J. Molina, Impr.,",1928.,"['At head of title: Real Academia de Ciencias exactas, físicas y naturales.']",['spa: Spanish'],['Natural history -- Philippines']
AHZ9396.0001.001,"A decade of American government in the Philippines, 1903-1913, by David P. Barrows ..."," Barrows, David Prescott, 1873-","['A decade of American government in the Philippines, 1903-1913, by David P. Barrows ...']","[' Barrows, David Prescott, 1873-']","Yonkers-on-Hudson, N. Y.,","World book company,",1914.,"['""Prepared as an additional chapter to a third edition of the author\'s History of the Philippines, first published in 1903, and is separately printed for the convenience of those desiring a brief historical review of the events of the last ten years.""--Publisher\'s note.']",['eng: English'],"['Philippines -- History', 'Philippines -- Politics and government']"
AHZ9239.0001.001,"A history of the Philippines, by David P. Barrows ..."," Barrows, David Prescott, 1873-","['A history of the Philippines, by David P. Barrows ...']","[' Barrows, David Prescott, 1873-', 'Travis, James Warner, former owner.', 'Hubbell, Theodore Huntington, former owner. 1897-1989,']",New York.,American book company,[c1905],"['spec.: Bookplate of James Warner Travis.', 'spec.: ""Given to C. W. Hubbell by ... and by C.W.H. given to Theodore H. Hubbell.""--Front pastedown.']",['eng: English'],['Philippines -- History']
AHZ9241.0001.001,"History of the Philippines, by David P. Barrows ..."," Barrows, David Prescott, 1873-","['History of the Philippines, by David P. Barrows ...']","[' Barrows, David Prescott, 1873-']","Yonkers on Hudson. N. Y.,","World book company,",1925.,[],['eng: English'],['Philippines -- History']
AHZ9242.0001.001,"History of the Philippines, by David P. Barrows ..."," Barrows, David Prescott, 1873-","['History of the Philippines, by David P. Barrows ...']","[' Barrows, David Prescott, 1873-']","Yonkers-on-Hudson, N. Y.,","World book company,",1926.,[],['eng: English'],['Philippines -- History']
AHZ9240.0001.001,"A history of the Philippines, by David P. Barrows, ... ."," Barrows, David Prescott, 1873-","['A history of the Philippines, by David P. Barrows, ... .']","[' Barrows, David Prescott, 1873-']","Yonkers-on-Hudson, New York,","World Book company,",1914.,['2d ed.'],['eng: English'],['Philippines -- History.']
AHZ9229.0001.001,"The Negrito and allied types in the Philippines, by David P. Barrows."," Barrows, David Prescott, 1873-","['The Negrito and allied types in the Philippines, by David P. Barrows.']","[' Barrows, David Prescott, 1873-']","Lancaster, Pa.,","The New era printing company,",1910.,"['cover-title.', '""Reprinted from the American anthropologist (N.S.), vol. XII, no. 3, July-September, 1910.""', ""Author's autograph presentation copy."", 'With this is bound his The Ilongot or Ibilac of Luzon. 1910.', 'Autograph file.']",['eng: English'],"['Negritos.', 'Ethnology -- Philippines']"
APZ3205.0001.001,Materials for a bibliography of corridos and awit:  H.H. Bartlett.," Bartlett, Harley Harris, 1886-1960.",['Materials for a bibliography of corridos and awit:  H.H. Bartlett.'],"[' Bartlett, Harley Harris, 1886-1960.', 'American Philosophical Society. Library.']",[s.l. :,"s.n.,",192-],"['Microfilm no. 48.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['eng: English'],['Corridos -- Bibliography. -- Philippines']
APS8626.0001.001,Materials for a bibliography of corridos and awit:  Harley Harris Bartlett.," Bartlett, Harley Harris, 1886-1960.",['Materials for a bibliography of corridos and awit:  Harley Harris Bartlett.'],"[' Bartlett, Harley Harris, 1886-1960.', 'American Philosophical Society. Library.']",Manila :,"the author,",1935.,"['Microfilm no. 47.', 'Typecript.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['eng: English'],['Corridos -- Sources. -- Philippines']
APZ3206.0001.001,Philippine vernacular literature in collection of H. H. Bartlett:  H. H. Bartlett.," Bartlett, Harley Harris, 1886-1960.",['Philippine vernacular literature in collection of H. H. Bartlett:  H. H. Bartlett.'],"[' Bartlett, Harley Harris, 1886-1960.', 'American Philosophical Society. Library.']",[Manila :,"s.n. ,",1930],"['Microfilm no. 48.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['eng: English'],['Philippines -- Bibliography']
