990029358210106381,AQL8788.0001.001,Ang pagcasal cay D. Alejandre [microform] : ñga nagpasalili sa cay D. Luis.,,Iloilo :,"La Panayana,",1929.,hil,"['Microfilm no. 16', 'In Hiligaynon.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Hiligaynon literature -- Texts.', 'Corridos.']"
990029358130106381,AQL8780.0001.001,Ang paghigugma anay sang pispis ng̃a bucao cag maya [microform] : pagcapatay sini si panay naman ang nahagugma-an.,,[Iloilo :,"La Panayana,",1934],hil,"['Microfilm no. 16', 'In Hiligaynon.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Corridos.', 'Hiligaynon literature -- Texts.']"
990029333360106381,AQL6284.0001.001,Ang panilit sa pagcasal ñga si D.ạ Angela Dionicia [microform] : sa mercader ñga contragusto.,,Iloilo :,"La Panayana,",[1930],hil,"['Microfilm no.16', 'In Hiligaynon.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Corridos.', 'Hiligaynon literature.']"
990042335700106381,BBM8741.0001.001,To the American people [microform] : an appeal / by G. Apacible.,"Apacible, G.",[S.l. :,"s.n.,",190-?],eng,"['Microfilm.', '[New York, N.Y.] :', 'New York Public Library Photographic Service,', '1978.', '1 microfilm reel ; 35 mm.']",['United States Virgin Islands.']
990037944160106381,AUJ6850.0001.001,Salita at buhay na pinagdaanan ng Haring Herodes na lumitaw sa escalonita hinango sa martir de Golgota / tinula ni Simeon Aranas.,"Aranas, Simeon.",Maynila :,"Limbagan P. Sayo,",1927.,tgl,[],"['Tagalog poetry.', 'Herod -- I, -- King of Judea, -- 73 B.C.-4 B.C.']"
990029358240106381,AQL8791.0001.001,Ti nalpay a namnama [microform] : novela (en verzo ilocano) / Ni Sianing.,"Arce, Florencio.","Aparri, Cagayan :","Liberty Press,",1932.,ilo,"['Microfilm no. 25', 'In Iloko.', 'Novel.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['Iloko fiction.']
990029150910106381,AQJ7923.0001.001,"""Ti Supapac ni Lais"" [microform] : novela (en verzo Ilocano) / sinuratan ni Florencio Arce.","Arce, Florencio.","Aparri, cagayan :","Liberty Press,",1932.,map,"['Microfilm no. 25', 'In Iloko language.', '""Panagayan-ayat da Virgilio ken Leonila""--t.p.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['Iloko fiction.']
990042336490106381,BBM8821.0001.001,"Our Philippine policy [microform] : an American congressman visits the Orient ; he answers the question, should the United States keep the Philippines? / by Richard W. Austin.","Austin, Richard W. (Richard Wilson), 1857-1919.",[S.l. :,"s.n,",190-?],eng,"['Microfilm.', '[New York, N.Y.] :', 'New York Public Library Photographic Service,', '1978.', '1 microfilm reel ; 35 mm.']",['Philippines -- Politics and government -- 1898-1935.']
990037957490106381,AUJ8187.0001.001,Búhay na pinagdaanan ni Maria Merced na anak ni Troadio at ni Cresencia sa kahariang Israel.,,Maynila :,"J. Martinez,",[1930?],tgl,[],['Tagalog fiction.']
990029373900106381,AQM0377.0001.001,Matahum basahon sa kulilisi ug balitaw / E. Bacalso.,"Bacalso, E.",Cebu :,"Felix B. Gacura,",1935.,ceb,"['Microfilm no. 7', '""Kining mga garay sa kulilisi mahimo usab kantahon sa balitaw.""--T.p.', 'In Cebuano.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Balitaw.', 'Cebuano literature.', 'Kulilisi.']"
990018711680106381,AHZ9395.0001.001,"Governor general Leonard Wood and the Philippines. : Remarks of Hon. Robert L. Bacon of New York in the House of representatives, Tuesday, February 9, 1926.","Bacon, Robert Low, 1884-1938.",Washington :,"Govt. print. off.,",1926.,eng,[],['Philippines -- Politics and government -- 1898-1935.']
990037969520106381,AUJ9393.0001.001,"Pinagdaanang buhay ni Florante at Laura sa kahariang Albania: kinuha sa madlang ""cuadro historico"" o pinturang kinalalarawanan ng mga pangyayari nang unang panahon sa imperio ng Gresia / Francisco, Baltazar ; sadyang isinaayos alinsunod sa kasalukuyang pagsulat sa mga salitang Tagalog ni Teodoro E. Gener.","Balagtas, Francisco, 1788-1862.",Maynila :,"Llagan at Sanga,",1933.,tgl,[],"['History in literature.', 'Tagalog language -- Texts.']"
990037944470106381,AUJ6881.0001.001,Pinagdaanang buhay nina Florante at Laura sa kahariang Albania / Fransisco Balagtas.,"Balagtas, Francisco, 1788-1862.",Maynila :,"Aklatan ni J. Martinez,",1941.,tgl,"['""3rd Rionda Edition, 1941- Special collections edition with a different cover and bookpaper""--T.p.']","['History in literature.', 'Tagalog poetry.']"
990000244860106381,AAC6132.0001.001,"Rambles in eastern Asia : including China and Manila, during several years' residence, / by B.L. Ball.","Ball, B. L. (Benjamin Lincoln), 1820-1860.",Boston :,"J. French,",1856.,eng,[],"['China -- Description and travel.', 'Manila (Philippines) -- Description and travel.']"
990028571380106381,APZ3215.0001.001,Apuntes intreseantes sobre las islas Filipinas [microform] : que pueden ser utiles para hacer las reformas convenientes y productivas para el pais y para la nacion / Vicente Barrantes y Moreno.,"Barrantes, Vicente, 1829-1898.",Madrid :,"Imp. de El Pueblo,",1869.,spa,"['Microfilm no. 49.', 'Includes index and errata pages.', '""Escritos por un Español de larga esperiencia en el pais y amante del progresso.""--T.p.', 'Also attributed to Casimero Herrero, Bishop of Nueva Caceres,d1824-1866.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Philippines -- History -- 1521-1812.', 'Spain -- Colonies -- Philippines.']"
990019942470106381,AJN8140.0001.001,"Discurso leído en el acto de su recepción por el Rdo. P. Agustín J. Barreiro y contestación del académico D. Ignacio Bolívar, el día 11 de mayo de 1928.","Barreiro, Agustín Jesús, 1865-1936.","Madrid,","J. Molina, Impr.,",1928.,spa,"['At head of title: Real Academia de Ciencias exactas, físicas y naturales.']",['Natural history -- Philippines.']
990018710230106381,AHZ9242.0001.001,History of the Philippines / by David P. Barrows ...,"Barrows, David P., 1873-1954.","Yonkers-on-Hudson, N. Y., Chicago :","World book company,",1926.,eng,[],['Philippines -- History.']
990028571280106381,APZ3205.0001.001,Materials for a bibliography of corridos and awit [microform] / H.H. Bartlett.,"Bartlett, Harley Harris, 1886-1960.",[s.l. :,"s.n.,",192-],eng,"['Microfilm no. 48.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['Corridos -- Philippines -- Bibliography.']
990027928900106381,APS8626.0001.001,Materials for a bibliography of corridos and awit [microform] / Harley Harris Bartlett.,"Bartlett, Harley Harris, 1886-1960.",Manila :,"the author,",1935.,eng,"['Microfilm no. 47.', 'Typecript.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['Corridos -- Philippines -- Sources.']
990028571290106381,APZ3206.0001.001,Philippine vernacular literature in collection of H. H. Bartlett [microform] / H. H. Bartlett.,"Bartlett, Harley Harris, 1886-1960.",[Manila :,Washington :,1930],eng,"['Microfilm no. 48.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['Philippines -- Bibliography Catalogs.']
990012568430106381,AFJ2187.0001.001,The half-way sun : life among the headhunters of the Philippines / by R.F. Barton.,"Barton, Roy Franklin, 1883-1947.",New York :,"Brewer & Warren inc.,",[c1930],eng,"['""First printing.""', 'Bibliography: p. 307-309.']","['Ifugao (Philippine people)', 'Luzon (Philippines) -- Description and travel.']"
990012568420106381,AFJ2186.0001.001,Ifugao law / With a new foreword by Fred Eggan.,"Barton, Roy Franklin, 1883-1947.",Berkeley :,"University of California Press,",1969.,eng,"['First published in 1919.', '""Publications of Roy Franklin Barton"": p. [1]-[2] (2d group)']","['Ifugao (Philippine people)', 'Customary law -- Philippines.', 'Ethnology -- Philippines.']"
990012613180106381,AFJ6751.0001.001,Some modern Hawaiians.,"Beaglehole, Ernest, 1906-1965.","[Honolulu,",Washington :,1937 ?],eng,"['""Literature cited"": p. 149-153.']","['Ethnology -- Hawaii.', 'Acculturation.', 'Hawaii -- Civilization.']"
990030841860106381,ARE4475.0001.001,"Beberapa pulau di perairan Sabah : aspek geologi, flora, dan fauna / Fakulti Sains dan Sumber Alam ; senarai penulis, Siraj Omar ... [et al.].",,Bangi :,"Penerbit Universiti Kebangsaan Malaysia,",1984.,may,['In Malay.'],"['Geology -- Philippines Sulu Archipelago.', 'Zoology -- Philippines Sulu Archipelago.', 'Botany -- Philippines Sulu Archipelago.']"
990029551490106381,AQN8189.0001.001,Vocabulario de la lengua Pampangan en romance [microform] / Diego Bergaño.,"Bergaño, Diego, 1690-1747.",Manila :,"Imp. de Ramirez y Giraudier,",1860.,pam,"['Microfilm no. 2', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Pampanga language -- Dictionaries -- Spanish.', 'Spanish language -- Dictionaries -- Pampanga.']"
990008488430106381,ADQ5663.0001.001,"Cantos del tropico : poesias con ""portico"" de Claro M. Recto / Manuel Bernabe.","Bernabe, Manuel.",Manila :,"San Juan Press,",1929.,spa,[],"['Philippine poetry (Spanish)', 'Poetry -- Collections']"
990015188340106381,AGM2620.0001.001,Cuestiones cubanas. Para América.,"Bernal, Emilia, 1884-1964.","Madrid,","Imp. G. Hernández y Galo Sáez,",1928.,spa,['Estudio político-social cubano. (Bibliografia: p. [96]-97)--Resumen histórico de las letras cubanas desde los tiempos mas remotos hasta que la literatura se define.--Los poetas mÁrtires: José Maria Heredia. Gabriel de la Concepción Valdés. Juan Clemente Zenea.--Gertrudis Gómez de Avellaneda.'],"['Cuban literature -- History and criticism.', 'Cuba.']"
990027929140106381,APS8650.0001.001,Bibliography of corridos and awit [microform] / Harley Harris Bartlett.,,Manila :,"[author],",1935.,eng,"['Microfilm no. 47.', 'Handwritten notes by the compiler in regard to his collection.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Corridos -- Philippines -- Bibliography.', 'Folk songs -- Philippines -- Bibliography.']"
990030031430106381,AQW2818.0001.001,"Bienang queralandalanan ning Guinutang Jesuchristo : cabang quetiya quing yatu, angga quing. Pang̃alasana,t, pang̃amaté quing Cruz ulining pamañaclungna quing casalanan tamu.",,Menila :,"Imp. J. Martinez,",1927.,map,[],"['Pampanga language -- Texts.', 'Jesus Christ -- Biography Devotional literature.']"
990012613340106381,AFJ6767.0001.001,A residence of twenty-one years in the Sandwich Islands;,"Bingham, Hiram, 1789-1869.","Hartford [Conn.] New York,","H. Huntington; S. Converse,",1848.,eng,[],"['Missions -- Hawaii', 'Hawaii -- History']"
990018734110106381,AJA1760.0001.001,"""My dear: He says Hawaii is American!!"" By Samuel G. Blythe, illustrations by Ray Morris.","Blythe, Samuel G. (Samuel George), 1868-1947.","[Honolulu,","T.H., Published by Nelson ""Pete"" Pringle,",c1928],eng,"['Illustrated t.-p.', '""Printed in U.S.A.""', '""Initial publication in \'The Saturday evening post\' copyright 1926.""']",['Hawaii.']
990029571850106381,AQP0233.0001.001,Ang anak ni Pepe [microform] / F. Bok.,"Bok, F. [Boquecosa, Flaviano P.].",Manila :,"Ramon Roces Publications, Inc,",1939.,ceb,"['Microfilm no. 4', 'Novel.', 'Sequel to : Ang palad ni Pepe.', 'In cebuano.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['Cebuano fiction.']
990029571840106381,AQP0232.0001.001,Ang palad ni Pepe [microform] : sugilambong Binisaya / sinulat ni F. Bok.,"Bok, F. [Boquecosa, Flaviano P.].",Manila :,"Visayan Book Company,",1937.,ceb,"['Microfilm no. 4', 'In Cebuano.', 'Novel.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['Cebuano fiction.']
990012567850106381,AFJ2129.0001.001,A visit to the Philippine Islands.,"Bowring, John, 1792-1872.","London,","Smith, Elder,",1859.,eng,[],['Philippines.']
990030579770106381,ARB8045.0001.001,A visit to the Philippine Islands [microfilm] / by Sir John Bowring.,"Bowring, John, 1792-1872.",London :,"Smith, Elder & Co.,",1859.,eng,"['Microfilm no. 51.', 'Title vignette.', 'Includes index.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.']",['Philippines -- Description and travel.']
990014653280106381,AGF7315.0002.001,"Voyage to South America, performed by order of the American government in the years 1817 and 1818, in the frigate Congress.  [Vol. 2, no. 1]","Brackenridge, H. M. (Henry Marie), 1786-1871.","London,","Printed for J. Miller,",1820.,eng,[],"['South America -- History -- Wars of Independence, 1806-1830.', 'Brazil -- Description and travel', 'Argentina -- Description and travel', 'Argentina -- History -- War of Independence, 1810-1817', 'Argentina -- History -- 1817-1860', 'Chile -- History -- War of Independence, 1810-1824', 'Spain -- Colonies -- America']"
990014653280106381,AGF7315.0001.001,"Voyage to South America, performed by order of the American government in the years 1817 and 1818, in the frigate Congress. [Vol. 1, no. 1]","Brackenridge, H. M. (Henry Marie), 1786-1871.","London,","Printed for J. Miller,",1820.,eng,[],"['South America -- History -- Wars of Independence, 1806-1830.', 'Brazil -- Description and travel', 'Argentina -- Description and travel', 'Argentina -- History -- War of Independence, 1810-1817', 'Argentina -- History -- 1817-1860', 'Chile -- History -- War of Independence, 1810-1824', 'Spain -- Colonies -- America']"
990012613970106381,AFJ6831.0001.001,"Experiences of a medical student in Honolulu, and on the island of Oahu, 1881, by L. Vernon Briggs ...","Briggs, L. Vernon (Lloyd Vernon), 1863-1941.","Boston,","David D. Nickerson company,",1926.,eng,[],['United States Virgin Islands.']
990029533340106381,AQN6362.0001.001,"Buhay na pinagdaanan D. Juan, Hari sa mundo ng Austria at ni Doña Maria [microform].",,[Manila :,"s.n.,",193-],tgl,"['Microfilm no. 2', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['United States Virgin Islands.']
990035602680106381,ATK0884.0001.001,Buhay na pinagdaanan ni Santa Elena sa paghahanáp ng̃ Sta. Cruz sa bayan ng̃ Jerusalém.,,Maynila :,"J. Martinez,",[1926?],tgl,[],['Saints -- Philippines.']
990036004340106381,ATP2757.0001.001,Buhay nang Duque Almanzor at ni Mariang matalinong bait : sa caharian nang Toledo nang panahong na sa capangyarihan nang mañga Moro.,,[Manila ?,"s.n.,",192-],tgl,[],"['Tagalog literature.', 'Corridos.']"
990028611740106381,APZ7280.0001.001,Buhay nang Duque Almanzor at ni Mariang matalinong bait [microform] : sa caharian nang Toledo nang panahong na sa capangyarihan nang mañga moro.,,[Manila ? :,"s.n.,",192-],tgl,"['Microfilm no. 38.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Tagalog literature.', 'Corridos.']"
990000056790106381,AAA6267.0001.001,Hawaii and the Philippines : also the islands of the South seas / by Frank F. Bunker ... 136 illustrations and 12 maps in text.,"Bunker, Frank F. (Frank Forest), 1873-1944.","Philadelphia, London & Chicago :","J. B. Lippincott company,",[c1928],eng,[],"['Hawaii.', 'Philippines.', 'Polynesia.', 'United States -- Insular possessions.']"
990036082650106381,ATQ0602.0001.001,"Buhay ni San Isidro Labrador : at ang kanyang asawang si Santa Maria de la cabeza / Francisco Butiña,tinaglog ni Pascual H. Poblete.","Butiña, Francisco.",[Maynila] :,"P. Sayo,",1940.,tgl,"['Translation of: San Isidro Labrador.', '""Hinango sa aklat na ang ngla\'y la luz del menestral.""']","['Saints -- Biography.', 'Isidore, -- Saint, Bp. of Seville, -- d. 636.']"
990018548420106381,AHY2547.0001.001,"Shall the Philippines have a common language? An address ... delivered before the Catholic women's league of Manila August 31, 1931.","Butte, George C. (George Charles), 1877-1940.","Manila,",Washington :,1931.,eng,[],['United States Virgin Islands.']
990029572510106381,AQP0299.0001.001,"Basahon sa mga balak [microform] / Fernando Buyser y Aquino, pinasidanan ni Joze Ma. del Mar.","Buyser, Fernando A. (Fernando Aquino)","Sugbu, Sugbu :","Mabini Press,",1936.,ceb,"['Microfilm no. 4', 'In cebuano.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['Cebuano poetry.']
990027988560106381,APT4632.0001.001,"Sa atong tanaman [microform] / Fernando A, Buyser.","Buyser, Fernando A. (Fernando Aquino)",Cebu :,"[s.n.],",193-.,ceb,"['Microfilm no. 45.', 'In Cebuano.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Cebuano literature.', 'Rodriguez, Buenaventura, -- 1893-1941. -- Samad ug Dugo.', 'Buyser, Fernando A. -- (Fernando Aquino). -- Ang Pari ug ang Lungsod.', 'Ranudo, Vicente, -- 1882-1930. -- Hikalimtan.']"
990029130230106381,AQJ5842.0001.001,Kasakit ug kalipay [microform] : (pungpong sa mga balak) / Fernando Buyser y Aquino; pinasidaanan ni Florentina Tan Villanueva.,"Buyser, Fernando A. (Fernando Aquino)",Sogbo :,"[s.n.],",1940,map,"['at head of title :Floripinas.', 'Cover imprint :1940.', 'Poems.', 'In Cebuano language.', 'Microfilm no. 5', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['Cebuano literature.']
990029130170106381,AQJ5836.0001.001,Folk lore filipino [microform]=mga sugilanong Pilipinhon / Fernando A. Buyser.,"Buyser, Fernando A. (Fernando Aquino)",Cebu :,"Philippine Church Printing,",1926.,ceb,"['Microfilm no. 5', 'In Cebuano languange.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']","['Folk literature, Philippine.']"
990029130240106381,AQJ5843.0001.001,Kasingkasing sa magbabalak [microform] : pungpong sa mga balak / ni Floripinas; pinasidaanan ni Hal. Paciente Villa.,"Buyser, Fernando A. (Fernando Aquino)",Cebu :,"Mabini Press,",1938.,ceb,"['Microfilm no. 5', 'Poems.', 'In Cebuano languange.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['Cebuano literature.']
990010876230106381,AEQ9176.0001.001,"Guia comercial e industrial de Cuba / editada por la Cámara de Comercio, Industria y Navegación de la Isla de Cuba.",Cámara de Comercio de la República de Cuba.,Habana :,"The Cámara,",1926.,spa,[],"['Industries -- Cuba -- Directories.', 'Cuba -- Commerce Directories.']"
990028006710106381,APT6460.0001.001,"Modo practico de aprender la gramatica castellana con traduccion al ingles y visaya / Juan Cañon, Jr.","Cañon, Juan Jr.",Cebu :,"Felix B. Gacura,",1937.,cebspaeng,"['Microfilm no. 45.', 'In English, Spanish and Cebuano.', '""Mga masayon paagi alang sa pag tuon sa kinatsila ug ininglis walay hinahanglan ug maestro basta mahibalo lang ikaw mobasa sa binisaya.""--T.p.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and East Indies.']","['Spanish language -- Study and teaching.', 'Spanish language -- Grammar.', 'English language -- Study and teaching.', 'English language -- Grammar.']"
990036004330106381,ATP2756.0001.001,Cabayong tabla : buhay ni Principe Don Juan asin ni Princesa Dna. Maria sa cahadean nin Valencia asin Asturias.,,Naga City :,"Cecilio Press,",1951.,bik,['In Bikolan.'],"['Bikol language -- Versification.', 'Bikol language -- Rhyme.']"
990029061680106381,AQH8899.0001.001,Cabuhi bga nadangat ni Leopoldo cag sang Princesa Arintina [microform] : nga anac sang haring aronte sa guin hari-an sang Francia cag sang macahanoclog nga nadangat ni Leogarda cag sang duha nia ca anac sa natubuan nila nga Villa.,,Ililo :,"Imp. la Editorial,",1929.,hil,"['Microform no. 16', 'In Hiligaynon.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From Bartlett Collection on the Philippines and the East Indies.']","['Hiligaynon literature.', 'Corridos -- Philippines.', 'Hiligaynon language -- Texts.']"
990029333430106381,AQL6291.0001.001,Cabuhi nga dinangat sang isa ca Villano nga si monteclaro [microform] : cag sang Princesa Flordorada nga anac sang Haring Uldarico sa guin Harian sa Berbaña.,,Iloilo :,"La Editorial,",1929.,hil,"['Microfilm no. 16', 'In Hiligayon.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']","['Corridos.', 'Hiligaynon literature.']"
