mms_id,new_cat_search_link
990008764080106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Almanaque+Manila+galante+para+el+a%C3%B1o+1912+%2F+dirigido+por+Jos%C3%A9+Sedano+Calonge%3B+editado+por+D.+Juan+Fajardo.
990036004310106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Ang+mananayaw+%2F+Ros.+Almario++%5BVol.+1%2C+no.+1%5D
990036004310106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Ang+mananayaw+%2F+Ros.+Almario+%5B1910%5D
990008773680106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Filipinas.%3A++Relato+hist%C3%B3rico+de+actos+y+hechos+realizados+en+los+%C3%BAltimos+dias+de+nuestra+dominaci%C3%B3n%2C+por+Enrique+Altamirano+y+Salcedo%2C+%C3%BAltimo+gobernado+en+la+provincia+de+Cagayan+de+Luzon.
990018766000106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Impresiones+de+viaje%3B+con+prologo+del+dr.+T.H.+Pardo+de+Tavera+...
990028571390106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Viajes+por+Filipinas+de+Manila+a+Albay%3A++Don+Juan+Alvarez+Guerra.
990001988100106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Viajes+por+Filipinas+de+Manila+a+Marianas%2F+Juan+Alvarez+Guerra.
990013600810106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Bulalakaw+ng+p%C3%A1g-asa+%2F+sinulat+ni+Ismael+A.+Amado+%3B+mga+paunang+talata+ni+I%C3%B1igo+Ed.+Regalado.
990014444460106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=America+across+the+seas%3B+our+colonial+empire.
990016306360106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=America%27s+race+problems.++%5BVol.+1%2C+no.+1%5D
990016310320106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Are+the+Filipinos+ready+for+independence%3F
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1921%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1923%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1925%5D
